F	run1	resolve/barrier MvNMC->out m[μ]::MvNMC(3) m[Σ]::PM (BP)	25.2	27.1	2	144
F	run1	deferred/barrier MvNMC->out m[μ]::MvNMC(3) m[Σ]::PM (BP)	229.3	244.3	15	976
F	run1	map/direct  Bernoulli->out m[p]::Beta	173.8	186.7	12	768
F	run1	map/barrier Bernoulli->out m[p]::Beta	194.0	205.9	13	800
F	run1	resolve/barrier Bernoulli->out m[p]::Beta	25.7	27.4	2	144
F	run1	deferred/barrier Bernoulli->out m[p]::Beta	202.3	218.0	13	800
F	run1	map/direct  Categorical->p q[out]::Categorical	257.6	276.5	15	896
F	run1	map/barrier Categorical->p q[out]::Categorical	286.0	308.5	16	928
F	run1	resolve/barrier Categorical->p q[out]::Categorical	25.7	27.5	2	144
F	run1	deferred/barrier Categorical->p q[out]::Categorical	297.8	327.5	16	928
F	run1	joint-marginal/barrier NMV (out,μ)	152.7	166.5	11	544
F	run1	product/NMV x3	166.3	175.7	8	240
F	run1	product/deferred NMV x3	219.7	227.3	8	240
F	run1	product/NMV x10	346.5	362.8	29	800
F	run1	product/deferred NMV x10	515.5	533.4	29	800
F	run1	product/MvNMC(3) x3	979.2	1025.0	30	1504
F	run1	marginal-at-variable/NMV x3	206.1	220.2	9	288
F	run1	stream/marginal combineLatest x3 round	105.7	109.0	0	0
F	run1	stream/message combineLatest x3 round	113.2	118.2	0	0
F	run1	event/AfterMessageRuleCallEvent, result::Any	272.1	278.1	3	128
F	run1	barrier/kernel(tuple, ann), Any-typed args	22.5	23.9	1	32
F	run1	barrier/kernel(tuple, ann), known types	3.4	3.7	0	0
F	run1	barrier/kernel(a, b), Any-typed args	22.8	23.4	1	32
F	run1	unpack/map(getdata, 2 messages)	2.0	2.1	0	0
F	run1	graph/iid n=1000 10 it	5.261209e6	5.534458e6	-1	10564064
F	run1	graph/chain n=300 10 it	1.15185e7	1.1891834e7	-1	16800704
F	run2	map/direct  NMV->out m[μ]::NMV m[v]::PM (BP)	192.3	212.3	12	800
F	run2	map/barrier NMV->out m[μ]::NMV m[v]::PM (BP)	209.8	224.2	13	832
F	run2	resolve/barrier NMV->out m[μ]::NMV m[v]::PM (BP)	28.2	29.7	2	144
F	run2	deferred/barrier NMV->out m[μ]::NMV m[v]::PM (BP)	223.7	235.5	13	832
F	run2	map/direct  NMP->μ q[out]::PM q[τ]::Gamma (VMP)	134.4	139.9	8	352
F	run2	map/barrier NMP->μ q[out]::PM q[τ]::Gamma (VMP)	149.8	162.2	9	384
F	run2	resolve/barrier NMP->μ q[out]::PM q[τ]::Gamma (VMP)	28.8	30.5	2	144
F	run2	deferred/barrier NMP->μ q[out]::PM q[τ]::Gamma (VMP)	159.4	170.4	9	384
F	run2	map/direct  MvNMC->out m[μ]::MvNMC(3) m[Σ]::PM (BP)	212.5	231.7	14	944
F	run2	map/barrier MvNMC->out m[μ]::MvNMC(3) m[Σ]::PM (BP)	231.9	250.8	15	976
F	run2	resolve/barrier MvNMC->out m[μ]::MvNMC(3) m[Σ]::PM (BP)	28.1	30.2	2	144
F	run2	deferred/barrier MvNMC->out m[μ]::MvNMC(3) m[Σ]::PM (BP)	247.6	267.4	15	976
F	run2	map/direct  Bernoulli->out m[p]::Beta	184.3	203.7	12	768
F	run2	map/barrier Bernoulli->out m[p]::Beta	204.9	219.0	13	800
F	run2	resolve/barrier Bernoulli->out m[p]::Beta	28.6	30.5	2	144
